location,title,short_description,price,square_meters,bedrooms,parking,bathroom,cluster,latitude,longitude
san juan opico," se vende casa en ciudad versalles, villa mónaco","se vende casa en ciudad versalles, villa mónaco • bonita muy acogedora, ideal para familia pequeña • complejo cerrado, con seguridad 24 horas • amenidades, piscina, parques, ...",55000,102.67469879518072,2,1,1,0,13.8758656,-89.3582599
san salvador," san benito, exclusiva casa en venta, res. privado.",área del terreno 415.32 varas cuadradas. área de construcción 330 metros cuadrados. [primer nivel.] -estacionamiento para tres vehículos. -vestíbulo. -baño ...,650000,330.0,3,3,3,0,13.6929403,-89.2181911
santa tecla, casa en venta en bosques de santa teresa,"632.41v² de terreno y 400m² de construcción amplia residencia ubicada en bosques de santa teresa, cercana a colegios, centros comerciales y muchos puntos de interés. tiene en ...",525000,400.0,4,3,4,1,13.6757837,-89.2894733
colón, venta de casa las arboledas lourdes colon,venta de casa las arboledas lourdes colon consta de 3 habitaciones 2 baños sala comedor cocina area de lavado terraza jardin cisterna parqueo dos vehiculos precio de venta $123.000,123000,120.0,3,2,2,0,13.707793,-89.3487791
san salvador, venta de casa metropolis san gabriel norte,"casa de un nivel remodelada consta de 3 habitaciones principal con baño, closet y aire acondicionado habitaciones jr. comparte baño sala comedor cocina area de ...",160000,200.0,3,2,2,0,13.6929403,-89.2181911
antiguo cuscatlán, venta de casa en nuevo cuscatlán,"venta de casa en nuevo cuscatlán. código ca-260. a estrenar en complejo privado que cuenta con senderos ecologicos para caminar o correr, juegos para niños, vigilancia 24/7, control ...",425000,145.0,3,2,2,0,13.6640938,-89.25147179999999
nuevo cuscatlán, venta de casa en nuevo cuscatlán a estrenar,"venta de casa en nuevo cuscatlán. código ca-270. a estrenar en complejo privado que cuenta con senderos ecológicos para caminar o correr, juegos para niños, vigilancia 24/7, control ...",450000,215.0,3,2,2,0,13.649671,-89.26810189999999
nuevo cuscatlán, venta de apartamento en torre artea nuevo cuscatlan,"venta de apartamento en torre artea nuevo cuscatlan, código ap-188. complejo exclusivo rodeado de naturaleza en el que disfrutaras un microclima agradable, amenidades para todas las ...",279355,106.0,2,2,2,0,13.649671,-89.26810189999999
nuevo cuscatlán, venta de casa en puerta del bálsamo nuevo cuscatlan,"venta de casa en puerta del bálsamo nuevo cuscatlan. código ca-286. a estrenar en complejo privado que cuenta con senderos ecológicos para caminar o correr, juegos para niños, ...",445000,185.0,3,2,2,0,13.649671,-89.26810189999999
zaragoza, venta de casa en residencial bonavista,"venta de casa en residencial bonavista, código ca-246. a estrenar. la casa tiene una arquitectura moderna y de un nivel. el complejo privado esta en zaragoza cerca de residencial los ...",203190,118.0,3,2,2,0,13.5860809,-89.2918473
zaragoza, venta de casa en valle tuscania ,"venta de casa en valle tuscania, código ca-268. el inmueble esta ubicado en complejo privado el cual tiene atractivas amenidades internas (ver abajo), centro comercial y canchas ...",735000,450.0,4,4,4,1,13.5860809,-89.2918473
nuevo cuscatlán, venta de casa en residencial san pablo nuevo cuscatlan,"venta de casa en residencial san pablo nuevo cuscatlan. código ca-280. complejo privado con arquitectura moderna y dos niveles que cuenta con vigilancia 24/7, control de acceso, ...",535000,300.0,3,3,4,0,13.649671,-89.26810189999999
santa ana, venta de casa en santa ana,venta de casa en santa ana. código ca-284. ubicada en zona residencial tranquila en la zona de metrocentro de santa ana. tiene: - 280 m2 de construcción - 4 habitaciones - 2 baños - ...,230000,280.0,4,1,2,0,13.9778279,-89.56391190000001
nuevo cuscatlán, venta de casa en residencial la florida,"venta de casa en residencial la florida. código ca-285. complejo privado, pet friendly, control de acceso, seguridad 24/7, casa club, pergola, infinity pool, area de bbq, parqueo de ...",388000,190.0,3,2,3,0,13.649671,-89.26810189999999
la libertad, venta de casa en surf city la libertad,"venta de casa en surf city la libertad. código cv-064. ubicada en complejo privado en surf city en donde disfrutaras de un ambiente tranquilo, seguro y de atardeceres inolvidables. el ...",399000,300.0,4,2,4,0,13.6817661,-89.3606298
zaragoza, venta de casa en el encanto golf & villas,venta de casa en el encanto golf & villas. código ca-278. ubicada en complejo privado el encanto golf & villas que cuenta con las amenidades mas completas de país. la casa tiene una ...,1150000,512.0,4,6,5,1,13.5860809,-89.2918473
nuevo cuscatlán, casa en venta vía del mar 547 v2 nuevo cuscatlán con jardín amplio,"vía del mar, casa en venta. 2 plantas, c estudio independiente y jardín amplio. descripción ¿desea un espacio que cuente con un amplio jardín? esta casa ubicada en el ...",375000,125.0,3,4,3,0,13.649671,-89.26810189999999
antiguo cuscatlán, venta de apartamento moderno a estrenar,"venta de apartamento moderno a estrenar. código ap-157 estos apartamentos en construcción cuentan con una ubicación privilegiada y como resultado disfrutaras de un clima agradable, ...",380000,148.0,3,2,2,0,13.6640938,-89.25147179999999
antiguo cuscatlán, venta de apartamento moderno nuevo cuscatlan,"venta de apartamento moderno nuevo cuscatlan, código ap-175. complejo exclusivo rodeado de naturaleza en el que disfrutaras un microclima agradable, amenidades para todas las edades, ...",245000,105.0,2,2,2,0,13.6640938,-89.25147179999999
antiguo cuscatlán, venta de apartamento torres ambar,el proyecto los apartamentos de torres ambar están ubicados en nuevo cuscatlan y son parte del complejo urbanístico integral cuyo master plan considera la construcción de varias ...,172000,102.67469879518072,1,1,1,0,13.6640938,-89.25147179999999
la unión, venta de apartamento a estrenar en la playa,"venta de apartamento a estrenar en la playa. código ap-184. moderno. ubicado en playa semi privada al oriente del pais. es una torre de 7 niveles, 2 apartamentos por nivel, todos ...",300000,161.0,3,2,3,0,13.3323464,-87.8500644
nuevo cuscatlán, casa en venta en condado santa elena- moderna y elegante,"area de terreno: 715 v2 area construcción: 450 m2 primer nivel sala, comedor y cocina en concepto abierto terraza amplia jardín cocina con pantry y desayunador estudio baño ...",625000,450.0,3,3,3,1,13.649671,-89.26810189999999
zaragoza, venta de casa en tuscania (en construcción),casa en venta en residencial tuscania (en construcción) área de terreno 1040 v2 área de construcción 420 mts2 1 habitación principal con baño y walking closet 3 ...,660000,420.0,5,4,4,1,13.5860809,-89.2918473
san salvador, venta de casa en colonia escalón con finos acabados,"venta de hermosa casa en colonia escalón área de terreno 2,003.39 v2 área de construcción 789.36 m2 la casa consta de: -4 habitaciones con closet, baño, aires acondicionados ...",1700000,789.0,4,8,4,2,13.6929403,-89.2181911
san salvador, casa ideal oficina y bodega - colonia flor blanca,¡descubre la propiedad ideal para tus proyectos en una de las mejores ubicaciones! zona de carga y descarga detalles de la propiedad: frente: 39 m fondo: 11 m ...,800000,400.0,5,3,5,1,13.6929403,-89.2181911
chalchuapa, casa grande en (chalchuapa santa ana),hola tengo una casa en venta en la ciudad de (chalchuapa santa ana) la casa necesita una remodelacion pero el precio es negociable y cuenta con 3 - habitaciones 1 - baño - agua ...,42000,102.67469879518072,3,1,1,0,13.9896097,-89.6769193
la libertad, se vende casa en valle de lourdes negociable,se vende casa valle de lourdes bonita casa de residencial con construcción extra cocina amplia sala tendedero dos habitaciones vigilancia 24/7 carnet de ingreso canchas y parques ...,57000,102.67469879518072,2,1,1,0,13.6817661,-89.3606298
santa tecla, vendo casa en residencial villa bosque / santa tecla / la libertad,vendo casa en residencial villa bosque / santa tecla/ la libertad.......................info ubicado en carretera al puerto de la libertad. zona de abundante ...,685000,102.67469879518072,3,5,1,0,13.6757837,-89.2894733
san salvador, en venta | apartamento con linea blanca en puerta del alma,"ubicado en puerta del alma, este impresionante apartamento ofrece una vista panorámica de la ciudad y cuenta con una excelente distribución que maximiza el uso del espacio. equipado ...",450000,136.0,3,2,3,0,13.6929403,-89.2181911
nejapa, venta de casa metropolis san gabriel norte,venta de casa metropolis san gabriel norte un nivel consta de 3 habitaciones principal con baño habitaciones jr. comparten baño 1 baño social sala comedor cocina area de ...,155000,180.0,3,2,3,0,13.8146377,-89.23245759999999
santa tecla, casa en venta en residencial via del carmen santa tecla,"197.67v² de terreno y 200m² de construcción en 1er nivel tiene área social integrando sala, cocina, comedor, terraza y jardín. tiene bodega, parqueo techado para dos vehiculos, ...",375000,200.0,3,2,2,0,13.6757837,-89.2894733
san salvador," venta de apartamento ideal para airbnb, col. escalón.","venta de moderno apartamento con vista espectacular a la ciudad. ideal para airbnb. (puede negociarse full amueblado) excelente ubicación por estar cerca de gasolineras, ...",265000,108.0,3,2,2,0,13.6929403,-89.2181911
la paz, vendo preciosa casa en residencial altos de san jose santa tecla,vendo preciosa casa en residencial altos de san jose santa tecla 105 metros cuadrados de terreno 150 varas cuadradas de terreno casa de dos niveles primer nivel -sala -comedor ...,185000,105.0,3,4,2,0,13.495364,-88.9796776
san salvador, apartamento en venta puerta del alma,"apartamento en venta en puerta del alma, torre exclusiva con muchas amenidades como piscina, gimnasio, área de juegos para niños, bar, salón de reuniones, mesa de ping ...",445000,136.0,3,2,2,0,13.6929403,-89.2181911
antiguo cuscatlán," casa amplia en cumbres de cuscatlán, antiguo cuscatlán","experimenta la máxima elegancia en esta casa exclusiva en san salvador, con 2 salas lujosas, 1 estudio inspirador, 6 dormitorios espaciosos, comedor refinado y una terraza ...",845000,535.0,5,4,6,1,13.6640938,-89.25147179999999
san miguel, casa moderna en riverside garden san miguel,"riverside san miguel: elegancia y confort en cada detalle lujo en riverside san miguel, una residencia diseñada de dos niveles que ofrece comodidad y elegancia. esta impresionante ...",325000,296.0,3,2,4,0,13.4792922,-88.1779182
san salvador, casa a 3 kilómetros del centro histórico,"propiedad ubicada en colonia santa úrsula, a 3 kilómetros del centro histórico de san salvador, cerca de la colonia vista hermosa, a pocos minutos del hermano lejano y del paso del ...",210000,400.0,3,2,5,1,13.6929403,-89.2181911
chalatenango, moderna casa en venta en chalatenango," moderna y hermosa casa de campo de 2 niveles en venta, construida en el año 2023, ideal para quienes buscan descanso fuera de la ciudad. ubicada en chalatenango. inversión ...",225000,190.0,4,2,5,0,14.0411955,-88.9395184
san salvador, venta de apartamento con vista al volcán- puertas del alma,venta de apto en puerta del alma torre 2 con vista al volcán -area de construcción 130 mts -dormitorio principal con baño y walking closet -dos habitaciones comparten baño ...,425000,130.0,3,2,2,0,13.6929403,-89.2181911
san salvador, venta de apartamento en puerta del alma vista al volcán,"venta de apartamento en puerta del alma torre 1. area de espacio privativo: 127m2 2 habitaciones 2 baños sala, comedor, cocina área de maquinas 2 parqueos linda vista ...",390000,127.0,2,2,2,0,13.6929403,-89.2181911
san salvador, venta de elegante apartamento en san benito,"venta de apartamento en residencial la castellana. área de espacio privativo: 176.87m2 3 habitaciones 3 baños sala, comedor, cocina. terraza área de lavandería cuarto de ...",425000,177.0,3,2,3,0,13.6929403,-89.2181911
san salvador, venta de apartamento en torre exclusiva en san benito nivel alto,venta de apartamento en san benito nivel alto. área de espacio privativo: 120m2 - 2 habitaciones - 2 baños completo - cuarto de servicio con baño completo - sala comedor ...,360000,120.0,2,2,2,0,13.6929403,-89.2181911
nuevo cuscatlán, casa en privado - utila,whatsapp: *se vende* linda casa en *privado* en residencial utila *habitación en primer nivel* 345.5 vrs de terreno 301.5 mts de construcción *primer nivel:* •recibidor ...,450000,301.0,4,2,4,0,13.649671,-89.26810189999999
cuscatlán," casa en cuscatlan, cojutepeque 995m2.","1.excelente ubicacion 2. parqueo para cinco vehiculos 3. ideal para casa de descanso 4. excelente clima 5. alta plusvalia 6. alto desarrollo residencial, turistico, industrial ...",88000,995.0,4,5,2,2,13.8661957,-89.0561532
santa ana, venta quinta carretera a candelaria frontera,"codigo 368c – venta de terreno grande de tres lotes que juntos forman un solo terreno con 1,240.45 varas cuadradas, ubicado en carretera internacional hacia candelaria de la frontera ...",275000,500.0,7,6,3,1,13.9778279,-89.56391190000001
san marcos, amplia casa en planes de renderos,"casa planes de renderos. residencial privada en km 7 terreno: 2000 v² / 595 m² de construcción propiedad con vista panorámica a la ciudad, mucha vegetación, amplia, fresca y ...",440000,595.0,5,5,5,1,13.6522763,-89.1753614
san salvador, casa en colonia escalón en venta,casa col escalón en venta con buen mantenimiento ventilada e iluminada espacios amplios 2 niveles terreno: 909.29 v2 construcción: 467 m2 primer nivel: - cochera para 3 ...,610000,102.67469879518072,4,3,5,0,13.6929403,-89.2181911
san salvador," casa santisima trinidad, san salvador","1. ubicada en la santisima trinidad, san salvador centro. 2. paredes con altura especial. 3. recien remodelada 4. ceramica especial 5.baños nuevos 6.instalacion electrica 220 ...",58500,102.67469879518072,1,1,1,0,13.6929403,-89.2181911
san salvador, apartamento condominio nuevo san luis cerca hospital militar av izalco,- apartamento en pasaje peatonal - zona cercana al hospital militar - av. izalco y calle bernal - 2 niveles - parqueo común - sala - cocina - comedor - patio con pila y cisterna - 2 ...,75000,102.67469879518072,2,1,1,0,13.6929403,-89.2181911
sonsonate, vendo bonita casa,"casa de 140 metros cuadrados, servicios básicos de agua, luz,tren de aseo, calles pavimentadas, fácil acceso, servicio de cable por empresa claro, ruta de buses j,calles ...",70000,140.0,4,1,2,0,13.7099653,-89.7286147
san salvador, venta de casa en miralvalle,"ubicada en miralvalle, residencial privada primer nivel: - sala - comedor - cocina (equipada con muebles empotrados y cocina incluida) - una habitación con baño completo ideal para ...",180000,143.0,3,3,2,0,13.6929403,-89.2181911
la libertad," disfrute de un apartamento precioso en torre foresta, el encanto",encantador apartamento en torre foresta de los más grandes y con una vista preciosa al mar. esta a pocos minutos de la ciudad y también posse las ventaja de esta cerca del surf city ...,440000,190.0,3,2,3,0,13.6817661,-89.3606298
santa tecla, casa en venta en el boquerón con vistas increíbles,"área de terreno: 2,000 v2 área de construcción: 500 m2 características de la propiedad. a 100 m arriba de la pampa. 3 habitaciones cada una con su baño. sala ...",1100000,500.0,3,4,3,1,13.6757837,-89.2894733
nuevo cuscatlán, casa en venta a estrenar en nuevo cuscatlán,"venta de casa a estrenar en nuevo cuscatlán, casas del bosque. residencial exclusivo area de terreno total: 840v2 area de terreno plano: 540v2 area de terreno en talud: ...",665000,339.0,3,2,3,0,13.649671,-89.26810189999999
san salvador, venta de apartamento escalón,"apartamento en venta en cil. escalón. ubicado en el séptimo nivel, posee increíbles vistas hacia la ciudad. tiene 109.48mt2 de construcción más área de estacionamientos. su ...",295000,109.0,3,2,3,0,13.6929403,-89.2181911
san salvador, venta de residencia bosques de santa teresa,"amplia residencia en bosques de santa teresa, santa tecla. la casa posse una superficie de 632.41 v2, se encuentra ubicada en una residencial de mucha plusvalía y seguridad, cercana a ...",525000,350.0,4,3,4,1,13.6929403,-89.2181911
nuevo cuscatlán," casa en venta en residencial privada, nuevo cuscatlán.","vendo casa en villa bosque, nuevo cuscatlán. área de terreno de 1000 v2 área de construcción 509 mts2 baño social estudio con baño completo sala terraza con ...",685000,509.0,4,3,4,1,13.649671,-89.26810189999999
santa tecla," venta de bonita casa en santa tecla, utila",se vende linda casa en privado en residencial utila habitación en primer nivel 345.5 vrs de terreno 301.5 mts de construcción primer nivel: •recibidor ...,450000,302.0,3,2,3,0,13.6757837,-89.2894733
nuevo cuscatlán, casa en venta en nuevo cuscatlán,la florida nuevo cuscatlán 850 varas 280 metros cochera para 2 vehículos bajo techo más 2 sin techar vestibulo estudio baño social completo sala - comedor terraza ...,460000,280.0,3,2,2,0,13.649671,-89.26810189999999
san salvador," venta de casa de 2 niveles residencial la cima 4, san salvador en privado","venta de casa de 2 niveles res. la cima 4, san salvador zona de gran plusvalia, privado , varias vias de acceso a santa elena, antiguo cuscatlan, lomas de san francisco, carretera al ...",118000,102.67469879518072,3,1,2,0,13.6929403,-89.2181911
san salvador, condominio 71 apartamentos amueblado,"apartamento en venta en condominio 71 totalmente amueblado listo para vivir o poner en airbnb $270,000.00 negociable 3 habitaciones * habitacion principal con baño y closet * ...",270000,102.67469879518072,3,2,3,0,13.6929403,-89.2181911
antiguo cuscatlán," casa en venta en madre selva, santa elena con hermosa vista","dimensiones de la propiedad. área de construcción: 553.72 m2 área de terreno: 700 v2 características de la propiedad. sala, comedor, cocina 3 habitaciones con 3 baños ...",790000,554.0,3,3,3,1,13.6640938,-89.25147179999999
nuevo cuscatlán, venta de casa en nuevo cuscatlán,dimensiones de la propiedad. área de construcción: 342.81 m2 área de terreno: 530 v2 características de la propiedad. nivel 1. cochera abierta techada para 2 vehiculos. ...,470000,343.0,3,2,3,1,13.649671,-89.26810189999999
ahuachapán," casa de campo en venta, apaneca","hermosa casa de campo, ubicada en residencial privada en apaneca, ahuachapan.",149000,225.0,3,2,2,0,13.9259486,-89.84113819999999
zaragoza, venta de casa de un nivel en via del mar en privado,"area de terreno: 1,000v2 area de construcción: 312m2 detalles de la propiedad: 3 dormitorios cada uno con su baño estudio con baño completo amplio jardín con acceso desde: ...",498000,312.0,3,5,3,0,13.5860809,-89.2918473
santa tecla, casa en venta en santa tecla residencial privada,casa en venta en residencial bosques de santa teresa muy linda construida por lopez hurtado 3 habitaciones 3 baños completos más estudio con medio baño. habitación principal está ...,485000,435.0,3,3,3,1,13.6757837,-89.2894733
san salvador," se vende apartamento en colonia escalón, en primer nivel","se vende apartamento en colonia escalón, en primer nivel • arriba del redondel masferrer • 94.23 metros cuadrados • habitación principal con a/c, closet y baño • 2 ...",245000,102.67469879518072,3,2,2,0,13.6929403,-89.2181911
san salvador, vendo en escalon!! casa amplia de 2 niveles cercanias de edificio gamaliel(taber),"casa de 2 niveles con buena ubicación y amplia, con muros perimetrales inmediata a todo cuenta con 386.80 metros cuadrados parqueo para 2 vehículos adentro mas 3 afuera vestíbulo o ...",375000,300.0,4,2,5,0,13.6929403,-89.2181911
san salvador, vendo hermosa quinta en colonia escalon con vista,"vendo hermosa quinta con casa en colonia escalon y vistas espectaculares. vendo quinta de 3,900 varas cuadradas en colonia escalon con espectaculares vistas a la ciudad, en una zona ...",685000,400.0,3,3,6,1,13.6929403,-89.2181911
san salvador, vendo apartamento en san benito,"apartamento consta de: 2 habitaciones, principal con baño baño social área de servicio sala, comedor, cocina 2 parqueos",170000,102.67469879518072,2,2,2,0,13.6929403,-89.2181911
zaragoza, venta de casa en el encanto golf & villas,venta de casa en el encanto golf & villas. codigo ca-276. ubicada en complejo privado el encanto golf & villas que cuenta con las amenidades mas completas de pais. la casa tiene una ...,650000,310.0,3,4,3,0,13.5860809,-89.2918473
san miguel, venta de casa en san miguel,"venta de casa en san miguel. código ca-230. la casa cuenta con una arquitectura de un nivel situada en complejo privado, estrategicamente ubicada y a estrenar. características: - ...",90400,102.67469879518072,3,2,2,0,13.4792922,-88.1779182
colón, se vende casa valle de lourdes negociable,se vende casa valle de lourdes bonita casa de residencial con construcción extra cocina amplia sala tendedero dos habitaciones vigilancia 24/7 carnet de ingreso canchas y parques ...,57000,102.67469879518072,2,1,1,0,13.707793,-89.3487791
san salvador, apartamento en planes de renderos," ¡gran oportunidad de inversión!  apartamento en  san juan , camino a planes de renderos.  primer nivel , semi amueblado: - cocina - refrigeradora - bomba de agua - 2 ...",195000,102.67469879518072,2,2,2,0,13.6929403,-89.2181911
san miguel, venta de casa,venta de casa miraflores,98000,229.0,3,3,1,0,13.4792922,-88.1779182
san martín, vendo casa amplia y céntrica a remodelar en san martín san salvador,"casa amplia, se vende al contado. posee espacio para futura ampliación. a remodelar. a una cuadra del parque san martín.",65000,1200.0,3,3,1,2,13.7387443,-89.0657027
santa ana, se vende casa,se vende casa inf al wasapt en ciudad real,40000,102.67469879518072,2,1,1,0,13.9778279,-89.56391190000001
san salvador," planes de renderos $425,000 de esquina y privado","amplia casa estilo colonial de esquina en privado casa en venta planes de renderos privado precio $425,000 casa de 2 niveles de esquina con diseño colonial 350 m2 / ...",425000,350.0,7,6,5,1,13.6929403,-89.2181911
usulután, residencial quintas de santa maria - venta de casas en planos.,"ubicados en usulután, cerca del vibrante polo de desarrollo de la zona oriental de el salvador. estas casas en planos ofrecen un estilo de vida conveniente y moderno, cercano a la ...",120326,102.67469879518072,3,2,2,0,13.3453114,-88.4428112
san salvador, vistas 75 - venta de apartamentos en planos.,"ubicados estratégicamente en la final de 75 av. norte, estos apartamentos en planos ofrecen un estilo de vida conveniente y moderno, cercano a supermercados, gasolineras, farmacias y ...",226920,102.67469879518072,3,2,3,0,13.6929403,-89.2181911
santa tecla, utila gardes - venta de apartamentos en planos.,"ubicados un área con un clima único que se conjuga con la tranquilidad de bellos paisajes verdes en la colonia utila, santa tecla, estos apartamentos en planos ofrecen un estilo de ...",204900,102.67469879518072,2,2,2,0,13.6757837,-89.2894733
nejapa, residencial metropolis san gabriel norte cluster 4 casa de esquina,"casa en residencial metropolis san gabriel semi amueblada posee 243 mtrs 2 goza de seguridad las 24 horas dentro la residencia tiene acceso de parques glorietas,piscinas, canchas area ...",170000,243.0,2,2,2,0,13.8146377,-89.23245759999999
santa ana," casa en venta en santa ana, cerca de la universidad unicaes",se vende casa amplia cerca de metrocentro santa ana. excelente ubicación ya sea para negocio o vivienda. la propiedad está distribuida de la siguiente manera : 5 ...,190000,134.0,5,2,2,0,13.9778279,-89.56391190000001
tonacatepeque, casa grande-con local para negocio o tienda-con terreno grande en comuidad xochilt,"vendo casa grande disponible para habitar en comunidad xochilt, vecina a residencial libertad y distrito italia en tonacatepeque, sin intermediarios. 3- habitaciones. 1-cocina ...",20000,200.0,3,4,1,0,13.7809407,-89.11937689999999
san miguel, vendo casa en san miguel colonia san pablo,"precio de venta: $215,000.00 poco negociablelibre de gravamen ",215000,304.0,5,3,3,0,13.4792922,-88.1779182
san salvador, apartamento en venta escalón,"en 5to nivel vista espectacular a la ciudad moderno buen mantenimiento ventilado e iluminado área apartamento: 108.93mts2 + 2 parqueos de 12.50mts2 cada uno, haciendo los dos ...",265000,109.0,3,2,3,0,13.6929403,-89.2181911
san salvador, lomas de san francisco- residencial el mirado-san salvador,"residencia remodelada y moderna de 2 pisos, con excelente ubicación en lomas de san francico, distribuía de la siguiente manera. primer nivel: cochera amplia para 2 carros, con ...",340000,131.0,4,1,3,0,13.6929403,-89.2181911
santa tecla, vendo casa en veranda,"vendo casa en residencial veranda precio - $279,000 ideal para familia cochera techada para dos vehiculos dos plantas sala y comedor independientes cocina con pantry y barra ...",279000,140.0,3,2,2,0,13.6757837,-89.2894733
la libertad, vendo precioso rancho frente al mar en barra salada,"vendo precioso rancho frente al mar en barra salada 12 mts de frente 90 mts de largo 1,080 mts² de terreno 1,543 v² de terreno la casa es de dos niveles primer nivel -habitacion con ...",275000,1080.0,3,10,3,2,13.6817661,-89.3606298
nuevo cuscatlán, venta de penthouse santa elena,"se vende penthouse santa elena 162 mt2 2 estacionamientos amenidades yoga room piscina social launge cowork meeting room concierge gym previo de venta $390,000",390000,162.0,3,2,4,0,13.649671,-89.26810189999999
santa tecla, amplia casa en residencial la montaña 2,"descubre tu nuevo hogar en la montaña ii: un impresionante terreno de 2,033.95 metros cuadrados alberga esta exclusiva residencia, con una construcción de 660 metros cuadrados. ...",850000,660.0,5,8,7,1,13.6757837,-89.2894733
antiguo cuscatlán," en venta apartamento en torre kairos, lomas de san francisco","en venta agradable y amplio apartamento de 120m², con terraza y vista, ubicado en 3er nivel de torre kairos en antiguo cuscatlán. tiene sala-comedor y cocina abierta, baño social, ...",250000,120.0,3,2,2,0,13.6640938,-89.25147179999999
san salvador, venta de apartamento en lomas de san francisco san salvador,"venta de apartamento en lomas de san francisco san salvador apartamento en venta completamente amueblado, funcionando actualmente como airbnb características: - 92 mts2 de ...",255000,102.67469879518072,3,2,2,0,13.6929403,-89.2181911
antiguo cuscatlán, amplia casa en venta antiguo cuscatlán,amplia casa en venta antiguo cuscatlan residencial arcos de santa elena area de construcción de 240 m2 y terreno de 446.4 v2. primer nivel: parqueo para 2 vehiculos techado y con ...,420000,240.0,3,2,3,0,13.6640938,-89.25147179999999
santa tecla, agradable casa en venta en residencial utila (en privado),"345v² de terreno y 301m² de construcción preciosa casa de esquina en residencial privado en utila, santa tecla en primer nivel tiene: vestíbulo, sala, comedor, cocina recién ...",450000,301.0,4,2,4,0,13.6757837,-89.2894733
san salvador, venta de apartamento nuevo en colonia san francisco san salvador,"venta de apartamento nuevo en colonia san francisco san salvador venta de apartamento nuevo de dos habitaciones, ubicado en colonia san francisco, excelente ubicación y accesibilidad ...",225000,102.67469879518072,2,2,2,0,13.6929403,-89.2181911
san salvador," venta de casa en residencial privada, km 15 ctra. a comalapa.","venta de casa de dos niveles, con excelentes acabados dentro de residencial privada. condominio el ciprés, carretera a comalapa. const.105m² 178v² primera ...",199000,105.0,3,2,2,0,13.6929403,-89.2181911
apopa, venta casa en apopa - con precio reducido,se vende casa en zona urbana de apopa nuevo precio $220 mil se encuentra en una zona habitacional de la ciudad de apopa acceso inmediato a áreas comerciales y habitacionales. ...,220000,448.0,3,3,4,1,13.8028238,-89.1798446
cabañas, casa en ilobasco,"se vende casa en la entrada de la colonia alcaine ilobasco, cerca del estadio municipal mauricio vides. zona residencial muy tranquila, rodeada de hermosas construcciones y buenos ...",110000,162.0,2,1,1,0,13.8648288,-88.7493998
san salvador, casa amplia en venta en colonia centroamérica,"amplia casa en venta en colonia centroamérica, muy cercana al shopping center del bulevar de los heroes. esta casa cuenta con un terreno de 340.07 varas cuadradas y 332 metros ...",300000,332.0,4,4,1,0,13.6929403,-89.2181911
san salvador, vendo casa o derecho en pinares de suiza," se vende casa en pinares de suiza, santa tecla   nivel 1:  - cochera techada para dos vehículos - sala - comedor - cocina - cisterna - patio - área de servicio  nivel ...",185000,250.0,3,4,4,0,13.6929403,-89.2181911
nuevo cuscatlán," casa en venta en residencial la florida, nuevo cuscatlán. #2345","agenda visita, oferta y venta en propi. precio de venta: $545,000.00 ubicado en nuevo cuscatlán, la libertad. id #2345 casa en venta en residencial la florida, nuevo cuscatlán, 998 ...",545000,312.0,5,2,5,0,13.649671,-89.26810189999999
san salvador, apartamento en condominio sole blú. col san francisco,"apartamento primer nivel de 168 mts2 con jardín condominio con seguridad 24/7 acceso a 2 estacionamientos, uno de ellos baje techo en sótano mini bodega ubicada en sótano sala ...",325000,168.0,3,2,2,0,13.6929403,-89.2181911
usulután," vendo propiedad en colonia río rosa, usulután a 250 mts de turicentro el molino","vendo propiedad colonia río rosa, a unos 250 metros del turicentro el molino. 146 mt2. división de 2 cuartos con paneles. sala pequeña. área de cocina. área para lavadero y ...",32000,102.67469879518072,2,1,1,0,13.3453114,-88.4428112
san salvador," apartamento en venta en sole blu, colonia san francisco. #2353","agenda visita, oferta y venta en propi. precio de venta: $370,000.00 ubicado en colonia san francisco, san salvador id #2353 se vende apartamento en sole blu, habitación principal ...",370000,157.0,4,2,3,0,13.6929403,-89.2181911
nuevo cuscatlán," apartamento en venta en torre artea, nuevo cuscatlán. #2281","agenda visita, oferta y venta en propi. precio de venta: $300,000.00 ubicado en nuevo cuscatlán, la libertad id #2281 encantador apartamento nuevo con vista a la cordillera en torre ...",300000,119.0,3,2,2,0,13.649671,-89.26810189999999
san salvador, ultimos apartamentos con jardin interior torre maya,"ubicado a 2 cuadras de torre futura excelente ubicación para inversión precios desde$283,000.00 cuotas desde $1,882.23 ingresos familiares min: $4,705.58 el condominio consta de ...",283000,106.0,3,2,2,0,13.6929403,-89.2181911
san salvador, ultimos apartamentos en alturas 900 santa tecla,tu mejor inversion el condominio consta de 11 niveles así: 8 niveles de apartamentos y 2 niveles de estacionamientos son 72 apartamentos ubicados un una de las zonas más bonitas de ...,218295,102.67469879518072,2,2,2,0,13.6929403,-89.2181911
san salvador, nuevo proyecto de apartamentos condominio altivo estamos en planos,"condominio altivo 12 niveles de apartamentos con 120 apartamentos de arquitectura moderna, en el bulevar luis poma. excelente vista al volcán de san salvador, al cerro san jacinto ...",236231,102.67469879518072,3,2,2,0,13.6929403,-89.2181911
san salvador, condominio 71 apartamento totalmente amueblado,"apartamento en venta en condominio 71 totalmente amueblado listo para vivir o poner en airbnb $290,000.00 negociable 3 habitaciones * habitacion principal con baño y closet * ...",290000,102.67469879518072,3,2,3,0,13.6929403,-89.2181911
